segclass,funclass,x,y
M,M,6257101.02,1835710.818
M,M,6257293.893,1835807.652
M,M,6257056.478,1835364.328
M,M,6257144.186,1835603.403
5,L,6290162.823,2005239.88
Z,7,6256676.142,1899863.14
Z,7,6259249.632,1902462.112
Z,7,6257006.016,1903730.971
Z,7,6256763.973,1901793.493
5,U,6528441.377,1844140.979
5,L,6274497.148,1850612.213
5,L,6330978.993,1802302.126
Z,7,6274646.612,2049306.759
Z,7,6274336.104,2048290.815
Z,7,6336952.705,1880612.52
5,L,6299776.958,1850195.489
Z,7,6257783.173,1898747.851
Z,7,6258073.121,1899041.496
Z,7,6353617.341,1901187.296
P,P,6376043.999,2057989.967
5,L,6361948.45,1871076.468
P,P,6362644.145,1870433.937
5,L,6271558.63,1852224.646
Z,7,6295479.581,1952277.127
Z,7,6295751.773,1952180.044
Z,7,6254158.489,1897010.423
Z,7,6251042.745,1983145.537
Z,7,6254327.561,1897475.79
5,L,6282819.425,1837110.209
5,L,6282553.045,1837051.313
5,L,6324818.911,1840294.03
5,L,6231914.956,2030535.489
5,L,6232300.263,2030496.774
5,L,6257027.065,1996303.155
Z,7,6354873.097,1865799.564
Z,7,6290477.0,1838610.0
H,7,6311585.511,1838337.896
3,4,6302032.063,1832338.15
5,L,6298020.694,1952772.329
5,L,6232169.26,2030522.95
5,L,6232185.401,2029949.716
5,L,6232047.498,2030246.901
5,L,6232328.783,2030215.992
5,L,6233113.999,2029890.501
Z,7,6232987.011,2028660.965
P,P,6278745.436,1848185.581
5,L,6285196.414,2073239.064
5,L,6338231.123,1805151.155
5,L,6297290.106,1952991.461
Z,7,6233332.738,2024714.087
M,M,6256853.799,1833926.543
M,M,6256821.624,1833934.074
M,M,6256965.899,1833402.935
M,M,6257086.476,1832873.61
M,M,6257877.774,1830934.76
M,M,6257859.458,1830851.681
P,P,6277782.445,1849980.568
Z,U,6316383.818,2040153.907
P,P,6277759.264,1849939.33
5,7,6376935.499,2057851.958
5,L,6527437.554,1848647.856
5,L,6259169.917,1852649.699
5,L,6259574.867,1859739.843
5,L,6259617.332,1859573.372
Z,7,6275764.638,1982436.733
Z,7,6275774.556,1982305.665
5,L,6340150.97,1893301.143
M,M,6257853.046,1830783.945
M,M,6259123.216,1830804.649
M,M,6258987.558,1830686.124
M,M,6257731.833,1830666.851
M,M,6257573.278,1830526.81
M,M,6257996.858,1830621.15
M,M,6258396.634,1830308.062
M,M,6257685.408,1830234.178
Z,7,6256604.814,1900996.772
M,M,6257781.174,1830219.883
M,M,6257868.734,1830205.727
M,M,6256864.445,1834783.424
M,M,6256351.119,1836877.615
6,U,6528365.145,1845190.99
5,U,6528088.108,1848112.633
P,P,6280037.85,1848265.643
P,P,6280048.501,1848067.999
5,L,6257947.694,1840730.274
M,M,6257478.894,1830152.091
M,M,6257249.265,1830136.961
M,M,6257181.915,1830126.49
M,M,6257717.023,1830153.02
M,M,6257027.27,1830100.404
M,M,6257306.001,1830079.97
Z,7,6278548.44,1906992.782
5,U,6528226.363,1845029.197
5,U,6528338.384,1844897.873
5,U,6527800.262,1846135.551
5,L,6280049.494,1848816.985
P,P,6279508.997,1848477.997
Z,7,6239044.771,1973555.802
Z,7,6239012.158,1973677.509
5,L,6253233.532,1890868.822
Z,7,6257733.995,1897679.903
Z,7,6257662.245,1897685.235
5,L,6283424.583,1838674.414
M,M,6255110.933,1828462.999
M,M,6254605.011,1838365.01
M,M,6254567.018,1838254.162
M,M,6254573.997,1838129.036
M,M,6254577.527,1838076.082
M,M,6254547.07,1838507.012
M,M,6254863.056,1838360.867
M,M,6255005.984,1838184.192
M,M,6254673.931,1838660.686
5,L,6327910.225,1919923.645
P,P,6303394.993,1796522.5
A,A,6249955.643,1929853.045
P,P,6302162.499,1797829.928
5,L,6297922.66,1950607.765
7,7,6271007.4,1939510.883
5,L,6275341.682,1939197.218
5,L,6275371.089,1939459.702
5,L,6258189.129,1998740.531
Z,7,6257702.621,1897766.798
M,M,6256681.048,1826182.065
5,L,6258144.525,1898410.058
M,M,6256725.486,1825959.874
W,W,6246814.862,1969630.763
Z,7,6243732.862,1965177.2
M,M,6258193.062,1830129.782
M,M,6257941.539,1830088.469
Z,7,6295377.932,2040728.653
M,M,6256513.591,1836226.11
M,M,6257444.37,1836493.07
M,M,6257660.398,1836379.05
M,M,6257243.117,1836440.979
M,M,6258189.18,1836295.83
M,M,6257911.333,1836256.581
M,M,6256477.573,1836197.512
M,M,6257545.593,1836275.677
M,M,6257341.016,1836218.871
M,M,6257170.823,1836137.22
M,M,6257000.975,1835889.49
5,L,6257964.857,1840006.277
M,M,6256940.696,1834678.101
M,M,6257233.964,1836592.508
M,M,6257756.304,1836679.623
5,L,6255905.536,1997307.985
9,R,6300465.747,1864585.844
Z,7,6257007.0,1902281.806
Z,7,6257009.315,1900715.185
Z,7,6257938.0,1896548.0
Z,7,6257877.154,1896497.769
Z,7,6257937.172,1896457.499
Z,U,6361716.27,1975621.702
M,M,6257911.222,1830000.798
M,M,6257311.529,1829986.776
M,M,6256742.916,1830003.368
M,M,6257325.994,1829902.033
Z,7,6317296.053,2077384.985
5,L,6298884.402,1849799.076
5,L,6283334.518,1836616.592
5,L,6257427.813,1840293.09
5,L,6251292.077,1983127.959
P,P,6305023.519,1854320.98
4,C,6278155.0,1852569.0
5,L,6300230.475,1864628.831
M,M,6257867.21,1826814.866
Z,U,6313205.331,2075173.751
Z,7,6307887.414,2081940.713
4,C,6256183.624,1995907.954
5,L,6278345.341,1851998.244
5,L,6284238.305,1862940.286
5,L,6474067.587,1880421.128
7,7,6474016.6,1880109.011
5,L,6355869.55,1876845.748
5,L,6232095.854,2029223.056
5,L,6231986.189,2029259.695
5,L,6232245.162,2029290.724
5,L,6231929.951,2029106.303
5,L,6232080.3,2029108.32
5,L,6232045.632,2029603.22
5,L,6231901.723,2029963.316
5,L,6299685.427,1850277.898
5,L,6258321.392,1898717.638
7,7,6257107.125,1898406.935
7,7,6257162.979,1898363.461
5,L,6237148.802,2031879.234
Z,U,6476756.899,1793801.638
Z,U,6470681.666,1793395.207
Z,U,6421298.297,1798144.723
5,L,6296801.966,1841749.176
Z,7,6256884.594,1898288.688
Z,7,6257120.109,1898572.933
Z,7,6257396.247,1898699.581
Z,7,6257566.131,1898543.064
Z,7,6236979.458,2030621.002
5,L,6448953.345,2042502.424
7,7,6257343.824,1898318.308
7,7,6257207.35,1898262.741
Z,7,6257845.647,1902652.481
9,R,6266254.799,1871586.64
5,L,6270241.88,1867607.952
5,L,6352455.042,2099297.571
5,L,6260988.557,1858177.799
Z,7,6256035.521,2026383.033
Z,7,6316617.484,1926592.73
5,L,6334082.123,1865036.927
5,L,6283780.972,1856164.868
5,L,6257664.289,1841649.871
Z,L,6326547.479,1883100.6
Z,7,6233127.505,2023578.68
Z,7,6233033.929,2023585.673
3,D,6355228.996,1866859.0
5,L,6321928.059,1853873.274
5,L,6324870.848,1954005.892
W,W,6331311.549,1871405.554
W,W,6224177.321,2002634.39
H,L,6311126.712,1790370.966
P,P,6303430.992,1796521.5
5,L,6231464.657,2028228.08
5,L,6274417.387,1850666.226
5,L,6284224.101,1862745.621
2,S,6265868.857,1852154.833
M,M,6256423.338,1837424.746
M,M,6256301.039,1837223.994
Z,7,6311523.986,1941491.979
4,C,6313863.0,1945132.951
5,L,6240327.542,1973003.412
Z,7,6294794.858,2040586.054
5,L,6231386.8,2028356.944
5,L,6231286.774,2028160.624
M,M,6256416.463,1838584.086
Z,7,6232962.492,2025275.88
5,L,6268033.227,1995845.353
5,L,6255360.955,2024738.671
Z,7,6233249.121,2024028.655
Z,7,6232944.728,2024107.621
Z,7,6233408.98,2024309.793
Z,7,6326743.44,1883444.42
Z,7,6254031.592,1877389.912
A,A,6274820.8,1932718.055
M,M,6256285.793,1836154.904
M,M,6256398.677,1836164.184
5,L,6267677.272,1996385.808
6,U,6295895.532,1937472.107
Z,7,6233367.845,2024566.688
Z,7,6232822.892,2024362.271
Z,7,6232860.192,2024519.538
Z,7,6232368.842,2023461.788
5,L,6329907.891,1869706.722
5,L,6325151.613,1839134.928
5,L,6324906.753,1839988.704
5,L,6314273.242,1831135.078
M,M,6256372.073,1836092.816
M,M,6256034.957,1834913.348
Z,7,6232938.443,2023347.022
Z,7,6232948.633,2025077.463
Z,L,6326925.405,1883527.198
M,M,6293885.746,1828353.358
M,M,6294195.287,1829314.168
5,L,6277212.744,1979796.719
Z,7,6250767.741,1978755.397
5,L,6276737.659,1979791.679
M,M,6255798.68,1836372.142
5,L,6378654.35,1959962.003
W,W,6323384.622,1789272.281
Z,7,6233584.246,2025078.564
Z,U,6332177.163,1938517.951
Z,U,6333909.167,1938211.279
Z,7,6250075.656,1967731.109
M,M,6256000.53,1836139.874
M,M,6256045.398,1835819.821
M,M,6254730.994,1838036.664
5,L,6254752.516,1841246.07
M,M,6254891.11,1827851.141
M,M,6255729.816,1835641.092
M,M,6254818.504,1828463.987
Z,7,6299098.935,1908042.974
5,L,6260915.682,1851610.933
Z,7,6253563.801,2013391.172
Z,7,6233315.564,2025006.487
Z,7,6253793.605,2013006.645
Z,7,6252731.779,2013839.436
Z,7,6329487.253,1877021.365
5,L,6330232.171,1875768.09
5,L,6274447.996,1850689.048
Z,U,6334012.095,1940729.622
5,L,6267689.426,1996035.436
Z,7,6322191.985,1884464.711
Z,7,6322008.735,1884937.847
Z,7,6326659.0,1788021.24
6,U,6302142.501,1796387.021
H,7,6311664.022,1790198.541
H,7,6311670.705,1789830.79
5,L,6263330.316,1849955.2
5,L,6272017.989,1851844.392
9,R,6321484.575,1861866.104
5,L,6313107.389,1839368.502
5,L,6315802.0,1840928.0
Z,7,6330123.721,1806840.333
Z,U,6326118.667,2066866.502
Z,7,6318196.681,1941286.046
5,L,6309044.987,2079656.891
5,L,6274999.502,1980660.159
W,W,6336258.649,1942049.507
Z,7,6269354.415,1992706.391
Z,7,6330464.637,1957071.789
Z,7,6268652.514,1991920.138
5,L,6258894.939,1863200.573
Z,7,6232443.535,2033296.523
Z,7,6233028.853,2033218.813
5,L,6259454.724,1859589.003
5,L,6259490.74,1859256.474
5,L,6260792.951,1965246.623
Z,7,6233026.314,2023989.983
Z,7,6342136.307,1862499.277
Z,7,6343737.575,1871169.179
5,L,6274653.702,1980173.188
P,P,6333101.152,1859793.91
5,L,6259745.038,1850732.44
Z,7,6257930.053,1859649.633
5,L,6309845.708,1845999.339
M,M,6258242.302,1830359.172
Z,7,6250169.002,1967519.153
Z,7,6250498.396,1967318.576
5,L,6265973.079,1997302.043
5,L,6266294.6,1997243.534
5,L,6266849.305,1997268.099
5,L,6357446.826,1870185.001
5,L,6320139.276,1859313.641
W,W,6322982.291,1960071.359
5,L,6272937.214,1859810.535
M,M,6257632.197,1830381.108
5,L,6292136.719,2005117.305
Z,7,6351410.019,1875843.263
Z,P,6326071.141,1938186.081
Z,7,6315806.399,1921978.374
3,4,6329757.775,1863321.88
5,L,6241295.143,1980824.919
5,L,6235257.918,1981150.409
M,M,6293701.232,1899616.934
Z,7,6264986.413,1980928.721
Z,7,6233861.124,1984786.147
Z,7,6233850.763,1984656.109
5,L,6535683.514,1855881.898
5,L,6536180.541,1856635.697
5,L,6535220.811,1855254.027
W,W,6264610.512,1979477.095
Z,7,6234017.377,1984162.496
Z,7,6233935.353,1984580.077
Z,7,6234068.009,1984643.651
Z,7,6258835.564,1984362.006
Z,7,6258820.799,1984211.844
5,L,6299420.0,1793372.994
5,L,6534907.696,1854296.74
4,2,6216973.649,2013279.766
5,L,6324982.744,1839724.734
H,L,6281994.603,1871050.702
Z,7,6242035.061,2000761.347
Z,7,6266185.94,2075345.501
Z,7,6480056.001,2024434.98
Z,7,6252943.204,2013683.294
P,P,6299108.006,1836139.006
P,P,6299109.507,1836020.004
P,P,6299111.5,1835859.009
Z,7,6259343.39,1901437.779
P,P,6317558.0,1781126.0
5,L,6235871.836,1979410.925
M,M,6234839.281,2053335.739
M,M,6235824.067,2052067.08
Z,7,6238848.276,2006529.672
Z,7,6253707.947,1996917.293
W,W,6263991.794,1979590.304
5,L,6241697.04,2000774.525
7,7,6287847.513,1864438.964
Z,7,6287469.018,1864244.453
5,L,6295388.651,1901306.728
M,M,6294395.185,1900614.263
5,L,6295550.166,1901892.771
M,M,6290163.993,1905071.994
7,7,6258260.935,1900898.445
Z,7,6259261.493,1902128.69
Z,7,6259997.246,1901455.516
9,R,6231655.829,1989922.94
5,L,6500325.461,1866404.351
5,L,6500039.451,1860595.154
5,L,6500359.681,1875055.92
5,L,6253474.548,1978926.355
M,M,6237142.111,2053981.924
5,5,6259884.676,1968872.143
5,L,6258373.631,1990109.03
Z,7,6238842.198,2006598.401
Z,7,6263785.678,1979797.049
5,L,6242307.318,2001574.083
5,L,6240459.239,1984144.802
5,L,6242634.377,1986437.267
Z,7,6260159.174,1901281.631
5,L,6261900.072,1990116.916
W,W,6262314.0,1978653.377
5,L,6264688.246,1978964.673
Z,7,6326044.566,2051282.239
5,L,6253793.915,1982704.706
5,L,6299966.998,1850127.915
5,L,6404709.794,1807733.396
5,L,6250585.319,1979157.516
4,C,6254862.498,1995507.497
Z,7,6268353.026,2049625.896
2,6,6264445.555,2052300.732
Z,7,6268602.01,2052061.641
Z,7,6277956.65,2014353.023
5,L,6415732.855,1958192.157
3,4,6299985.5,1849537.99
W,W,6232619.16,1997782.24
5,L,6300644.725,1849560.864
Z,7,6284381.299,1864316.966
P,P,6253401.337,1896002.173
Z,7,6255140.715,1839267.095
Z,U,6348271.28,2038814.544
5,L,6411197.259,1885139.497
Z,7,6230238.435,1999973.277
Z,U,6235373.892,2102916.697
5,L,6469375.496,1968793.998
5,L,6352063.624,2079018.526
5,L,6300121.275,1848956.112
Z,7,6284595.213,1864053.064
Z,7,6259333.241,1901192.545
P,P,6258860.486,1901116.844
5,L,6229619.276,2008313.149
P,P,6269240.45,2008764.267
5,L,6222265.556,2022336.015
P,P,6268244.682,2008066.756
Z,7,6258786.211,1900322.139
M,M,6288274.0,1903887.499
3,4,6298419.0,1790623.0
Z,7,6331523.201,2053638.05
5,L,6272840.601,1982161.129
5,L,6352921.891,1880256.0
Z,7,6277397.919,2010788.256
Z,7,6259182.535,2030598.898
Z,7,6258636.419,1900433.004
Z,7,6256957.933,1901292.0
5,L,6285334.019,1863757.804
5,L,6285832.806,1863465.497
Z,7,6320732.322,1861596.516
M,M,6292813.001,1904374.596
M,M,6292611.002,1904118.998
6,U,6536712.676,1868611.223
Z,7,6263867.849,1979914.055
Z,7,6245048.421,1981680.816
5,L,6264453.108,1979070.857
Z,7,6230446.377,1999928.361
4,C,6318669.15,1825842.131
3,4,6259106.387,2014019.825
3,4,6259041.546,2013944.052
7,7,6379000.842,1873071.355
5,L,6242337.256,2001295.723
Z,7,6275417.905,1982272.977
Z,7,6275082.588,1982386.403
Z,7,6275456.111,1982599.368
5,L,6274338.767,1982915.285
5,L,6274131.946,1983275.676
5,L,6274954.623,1982351.149
5,L,6274757.207,1982752.191
5,L,6222017.69,2022263.561
5,L,6220659.818,2023941.277
6,U,6328609.102,1935950.356
5,L,6299812.44,1986246.645
M,M,6231763.285,2060082.214
M,M,6231107.563,2059665.564
5,L,6243526.901,2001764.684
5,L,6252717.568,1974329.819
Z,U,6327222.441,1995792.941
4,C,6304870.592,2007430.743
5,L,6246462.184,1983273.128
5,L,6260696.631,1968886.911
5,L,6235051.447,1981128.368
5,L,6255674.179,1971842.384
5,L,6241787.834,1983483.437
5,L,6237399.355,2003091.822
Z,7,6239838.266,2006239.008
5,L,6237203.754,1985641.009
Z,7,6266270.911,1988657.16
9,R,6231852.347,1989751.111
5,L,6241941.115,1983819.756
7,7,6250124.659,1976474.405
7,7,6250376.638,1974913.037
Z,7,6233991.237,1984794.702
7,7,6262963.5,1979455.008
5,L,6233549.019,1986042.286
M,M,6254377.649,1838673.235
Z,7,6254865.881,1838812.133
M,M,6255397.885,1838654.231
Z,7,6260335.19,1876740.197
Z,7,6252789.685,2014047.378
Z,7,6252628.597,2014211.861
5,L,6315054.297,2000568.374
3,D,6358904.604,1922041.895
P,P,6386907.87,1961626.316
Z,7,6297209.737,2082334.835
M,M,6294123.392,1829620.881
M,M,6291092.5,1832573.003
M,M,6291092.0,1832163.0
P,P,6290421.994,1832160.006
M,M,6291234.331,1830072.878
M,M,6291322.6,1829921.032
M,M,6291462.996,1904388.5
M,M,6291722.508,1905206.979
M,M,6291468.649,1905063.367
A,A,6309162.08,1825527.828
P,P,6310020.533,1824007.897
5,L,6315017.251,2001715.6
5,L,6314434.0,2002335.0
5,L,6314590.0,2002335.0
5,L,6315012.0,2001311.0
5,L,6341684.516,2021620.665
4,C,6338687.485,1822105.008
5,L,6338681.979,1822005.15
5,L,6537928.345,1846376.458
4,5,6382426.148,1994635.836
Z,7,6480063.805,2025055.948
Z,7,6245322.971,2034333.851
M,M,6292143.199,1828808.285
M,M,6291711.631,1830270.992
5,L,6314321.0,2001749.0
5,L,6314546.998,2001748.498
5,L,6337727.071,1822126.371
5,7,6383498.933,2018218.817
5,9,6383304.534,2016278.036
Z,7,6311319.071,1789616.773
7,7,6477495.566,1879212.475
7,7,6290724.57,1951535.338
5,L,6339005.196,1823035.923
Z,7,6283677.478,1956657.778
5,L,6259421.345,1845167.159
Z,7,6257924.285,1900802.311
Z,7,6258162.911,1900514.202
W,W,6237780.717,1970541.054
7,9,6384541.834,2015723.368
7,7,6383593.888,2008514.496
M,M,6304788.593,1899351.589
5,L,6231853.0,2028633.994
5,L,6231764.788,2028514.418
5,L,6231611.292,2028455.611
5,L,6231851.006,2028461.994
5,L,6231708.076,2028320.838
5,L,6231848.509,2028289.987
M,M,6292001.976,1832611.69
5,L,6259172.117,1859184.812
P,P,6251562.83,1872889.177
5,L,6260892.119,1847434.541
7,7,6383132.819,2006222.977
7,7,6381773.789,2004224.527
5,L,6254263.084,1996052.917
M,M,6285308.604,1845197.802
3,4,6286078.0,1853960.0
5,L,6299220.552,1792748.005
P,P,6299224.551,1793038.024
5,L,6261110.489,1847611.301
7,7,6381128.374,2002215.563
Z,7,6230097.306,1999712.601
5,L,6279981.492,1851131.221
5,L,6272598.801,1856924.899
Z,7,6253375.338,1896264.821
5,L,6261422.933,1847718.575
5,L,6261267.695,1847497.865
5,L,6261463.448,1847688.31
Z,7,6262483.858,1901296.512
Z,7,6260372.093,1900914.287
Z,7,6260024.864,1901683.026
Z,7,6286605.612,1864269.563
Z,7,6286920.021,1864997.847
5,L,6315384.995,1858431.695
Z,7,6253361.37,1895676.102
Z,7,6258554.57,1900322.365
6,U,6561252.949,1821164.05
7,7,6258465.687,1900684.452
M,M,6294672.257,1890811.499
P,P,6301139.0,1848949.0
P,P,6301178.0,1848948.887
Z,7,6341837.051,1883661.998
7,7,6287543.045,1864381.647
Z,7,6262308.768,1901046.637
5,L,6298199.654,1944276.495
Z,7,6262263.999,1900775.396
Z,7,6232779.982,2033763.383
5,L,6299239.107,1846907.456
Z,7,6310413.0,1944177.0
5,9,6384318.992,2020801.99
5,9,6385092.042,2023518.932
Z,7,6321776.894,1884758.442
Z,7,6321590.167,1884883.527
Z,7,6321597.007,1884688.651
Z,7,6321410.468,1884638.784
Z,7,6341083.704,1883618.131
Z,7,6341530.299,1883673.749
5,L,6299274.302,1849760.786
Z,7,6311706.869,1916364.145
Z,7,6263146.511,1901285.108
Z,7,6309982.358,1823945.186
Z,7,6309757.239,1824307.393
Z,7,6309715.979,1824272.817
Z,7,6309904.439,1824238.195
M,M,6291374.019,1832618.184
P,P,6290422.5,1832576.003
7,7,6383865.764,2010772.574
Z,7,6340725.971,1883626.501
Z,7,6340513.941,1883632.502
Z,7,6340353.823,1883640.514
2,6,6310668.982,1992626.988
Z,7,6239783.471,2006324.252
5,L,6581001.167,1896557.0
2,6,6577380.196,1887094.263
2,6,6283000.999,2006195.536
P,P,6311235.493,1777875.264
P,P,6312188.545,1916340.005
4,C,6306629.936,1851191.972
P,P,6311294.594,1780706.213
3,4,6327502.705,1854748.236
5,L,6297105.071,1916167.709
M,M,6256128.599,1838492.344
5,L,6296791.64,1916093.545
Z,U,6391443.291,1929449.844
Z,7,6252551.782,2014229.796
Z,7,6247977.965,1946506.636
5,L,6373489.783,1932017.098
5,L,6411989.976,1934821.12
6,U,6509148.361,1869165.051
M,M,6299591.316,1895062.341
Z,7,6353481.342,1874443.805
5,L,6324095.001,1862817.35
5,L,6323808.258,1861194.484
5,L,6323824.261,1861161.251
Z,7,6291147.639,1995409.746
5,L,6264130.701,1871708.922
Z,7,6299123.698,1907991.856
7,7,6313566.983,1938271.018
5,L,6290190.813,1994165.602
5,L,6263549.04,1871158.762
Z,7,6263551.245,1968705.359
5,L,6240310.564,1986900.18
Z,7,6240823.17,1986911.121
Z,7,6239630.018,2006484.372
5,L,6255286.368,1843404.416
5,L,6234561.327,2029344.506
7,7,6260009.489,1902633.534
5,L,6263606.016,1870818.898
Z,7,6261407.685,1876593.901
Z,U,6334074.17,1939758.778
5,L,6240288.018,2006889.008
Z,7,6240335.735,2006961.059
5,L,6240968.401,2005874.149
5,L,6253419.721,1995484.222
Z,7,6329384.523,1876739.0
7,7,6258929.928,1899289.036
Z,7,6322480.479,1888481.986
Z,7,6250730.008,1965482.008
Z,7,6251065.427,1983316.593
Z,7,6286472.815,1932718.118
Z,7,6233941.012,1984682.447
5,L,6230525.781,1994385.482
4,C,6264721.465,1973586.338
4,C,6265366.718,1973201.548
Z,7,6264862.741,1973796.94
5,L,6264948.952,1974219.608
5,L,6265051.317,1973561.803
Z,7,6354180.083,1865611.298
5,L,6336702.679,1871637.281
5,L,6336765.549,1871345.404
5,L,6336728.858,1871276.584
5,L,6236249.825,1978672.361
5,L,6264763.606,1973206.697
5,L,6264939.764,1973312.797
5,L,6264714.98,1973315.351
5,L,6264844.272,1973239.3
3,4,6301077.959,1862024.17
Z,7,6345564.687,1867767.518
5,L,6330013.02,1875907.104
6,U,6302145.495,1796582.003
P,P,6302170.995,1796536.49
P,P,6302489.979,1796532.495
4,C,6413851.521,1883331.299
Z,7,6311930.013,1790360.508
4,2,6225720.506,2008312.005
7,7,6257532.786,1902978.032
Z,7,6257555.919,1904574.592
Z,7,6312107.051,1790361.002
H,7,6311381.045,1789826.14
P,P,6289693.675,1788419.453
P,P,6289641.935,1788093.972
Z,7,6267118.59,2000266.469
Z,7,6295444.743,1995191.632
P,P,6294669.495,1793381.003
Z,7,6289382.039,1923033.401
P,P,6270296.851,1998201.159
6,U,6304098.5,1796364.007
4,C,6288849.322,1952658.435
Z,U,6332255.284,1962694.018
Z,7,6257302.023,1902774.746
P,P,6270218.581,1998021.186
Z,7,6270141.532,1997847.071
Z,7,6233856.533,1985054.706
Z,7,6233993.27,1984402.068
5,L,6259125.758,1985304.803
Z,7,6241984.478,2000951.704
5,L,6237650.238,1991280.372
5,L,6237896.17,1991346.715
5,L,6234215.122,2009038.179
Z,7,6250135.023,1988354.472
M,M,6240777.784,2062388.453
P,P,6302001.086,1850789.704
5,L,6243006.644,1996231.558
5,L,6222120.723,2022225.319
5,L,6222103.887,2022341.02
5,L,6260748.425,1964885.118
Z,7,6270361.552,1980010.679
P,P,6278059.785,1848667.597
5,L,6222940.454,2021881.885
5,L,6315560.194,1988069.661
7,7,6276558.247,1914255.533
Z,7,6341750.517,1862162.482
5,L,6272362.675,1980863.111
5,L,6265178.441,1993287.335
3,4,6311863.769,1866520.324
Z,7,6263538.926,1900855.883
5,L,6222084.347,2022447.565
M,M,6218617.57,2046392.307
M,M,6237666.097,2054663.118
M,M,6295223.911,1900852.988
5,L,6260962.7,1965357.615
5,L,6261262.915,1964636.776
5,L,6321611.234,1852580.48
5,L,6334376.59,1864917.857
Z,7,6244506.672,1976689.372
Z,7,6289627.552,1882385.71
Z,7,6289664.14,1882462.626
M,M,6232575.241,2044694.577
3,4,6151655.791,2090047.03
Z,7,6263133.792,1966300.12
W,W,6247200.918,1971862.167
P,P,6271578.79,1855738.666
P,P,6272502.102,1855043.943
3,D,6258563.592,1855946.668
3,4,6258401.044,1855611.118
6,U,6270759.529,2065412.365
3,D,6258340.347,1855037.357
5,L,6278965.442,1852366.957
6,U,6302149.5,1796915.021
4,5,6240801.471,2094530.073
5,L,6251064.513,1962594.076
5,L,6251073.272,1962533.725
7,7,6356830.159,1969663.489
5,L,6283477.992,1862911.406
Z,U,6484599.122,1793419.802
Z,7,6410750.959,1819153.287
3,4,6304735.0,1833485.0
P,P,6299048.051,1849538.047
5,L,6232333.633,2029636.122
5,L,6233588.989,2029728.264
Z,7,6306093.261,1909245.328
5,L,6306702.224,1854437.892
5,L,6306604.435,1854611.089
P,P,6250881.873,1874492.843
P,P,6250946.188,1874329.355
Z,7,6253725.318,1857611.969
5,L,6305014.291,1844194.047
5,L,6338672.059,1805262.21
